label,expected_present,predicted_present,presence_score,threshold,power_mean,power_p95,dominant_range_m,dominant_frequency_hz,selected_path,selected_tap,start_s,end_s,artifact_dir,notes
unknown,,True,10.577576916347951,3.0,131.015869140625,289.6900573730468,0.9000000357627869,-237.2705078125,0,6,0.0,39.275567293167114,/home/ws/src/uwb_rosbags/breathing-ahmad-new-1/analysis/unknown,Full session auto-window.
