label,expected_present,predicted_present,presence_score,threshold,power_mean,power_p95,dominant_range_m,dominant_frequency_hz,selected_path,selected_tap,start_s,end_s,artifact_dir,notes
unknown,,True,486.1738430109952,3.0,47883.70703125,218175.6312499995,1.350000023841858,3.4965832233428955,0,9,0.0,19.649691581726074,/home/ws/src/uwb_rosbags/two_people_hallway/analysis/unknown,Full session auto-window.
