label,expected_present,predicted_present,presence_score,threshold,power_mean,power_p95,dominant_range_m,dominant_frequency_hz,selected_path,selected_tap,start_s,end_s,artifact_dir,notes
unknown,,True,541.1136124271223,3.0,36880.2265625,187927.7937499998,1.350000023841858,-9.989229202270508,0,9,0.0,19.698604345321655,/home/ws/src/uwb_rosbags/single_person_hallway/analysis/unknown,Full session auto-window.
