frame_idx,timestamp_s,tap_idx,range_m,magnitude,threshold,range_rate_m_s
2148,6.065638,10,1.5,2807.454102,2771.828818,-2.0339
2149,6.066508,10,1.5,3398.155273,2551.429818,-1.8774
2149,6.066508,10,1.5,2807.454102,2771.828818,-2.0339
2150,6.067377,10,1.5,3398.155273,2551.429818,-1.8774
2150,6.067377,10,1.5,2807.454102,2771.828818,-2.0339
2151,6.06901,10,1.5,3398.155273,2551.429818,-1.8774
2151,6.06901,10,1.5,2807.454102,2771.828818,-2.0339
2152,6.070642,10,1.5,3398.155273,2551.429818,-1.8774
2152,6.070642,10,1.5,2807.454102,2771.828818,-2.0339
2153,6.072274,10,1.5,3398.155273,2551.429818,-1.8774
2153,6.072274,10,1.5,2807.454102,2771.828818,-2.0339
2154,6.073906,10,1.5,3398.155273,2551.429818,-1.8774
2154,6.073906,10,1.5,2807.454102,2771.828818,-2.0339
2155,6.076342,10,1.5,3398.155273,2551.429818,-1.8774
2155,6.076342,10,1.5,2807.454102,2771.828818,-2.0339
2156,6.078779,10,1.5,3398.155273,2551.429818,-1.8774
2156,6.078779,10,1.5,2807.454102,2771.828818,-2.0339
2157,6.081215,10,1.5,3398.155273,2551.429818,-1.8774
2157,6.081215,10,1.5,2807.454102,2771.828818,-2.0339
2158,6.083651,10,1.5,3398.155273,2551.429818,-1.8774
2158,6.083651,10,1.5,2807.454102,2771.828818,-2.0339
2159,6.086162,10,1.5,3398.155273,2551.429818,-1.8774
2159,6.086162,10,1.5,2807.454102,2771.828818,-2.0339
2160,6.088674,10,1.5,3398.155273,2551.429818,-1.8774
2160,6.088674,10,1.5,2807.454102,2771.828818,-2.0339
2161,6.091185,10,1.5,3398.155273,2551.429818,-1.8774
2161,6.091185,10,1.5,2807.454102,2771.828818,-2.0339
2162,6.093696,10,1.5,3398.155273,2551.429818,-1.8774
2162,6.093696,10,1.5,2807.454102,2771.828818,-2.0339
2163,6.094595,10,1.5,3398.155273,2551.429818,-1.8774
2163,6.094595,10,1.5,2807.454102,2771.828818,-2.0339
2164,6.095494,10,1.5,3398.155273,2551.429818,-1.8774
2164,6.095494,10,1.5,2807.454102,2771.828818,-2.0339
2165,6.096393,10,1.5,3398.155273,2551.429818,-1.8774
2165,6.096393,10,1.5,2807.454102,2771.828818,-2.0339
2166,6.097292,10,1.5,3398.155273,2551.429818,-1.8774
2166,6.097292,10,1.5,2807.454102,2771.828818,-2.0339
2167,6.101198,10,1.5,3398.155273,2551.429818,-1.8774
2167,6.101198,10,1.5,2807.454102,2771.828818,-2.0339
2168,6.105105,10,1.5,3398.155273,2551.429818,-1.8774
2168,6.105105,10,1.5,2807.454102,2771.828818,-2.0339
2169,6.109012,10,1.5,3398.155273,2551.429818,-1.8774
2169,6.109012,10,1.5,2807.454102,2771.828818,-2.0339
2170,6.112918,10,1.5,3398.155273,2551.429818,-1.8774
2170,6.112918,10,1.5,2807.454102,2771.828818,-2.0339
2171,6.113881,10,1.5,3398.155273,2551.429818,-1.8774
2171,6.113881,10,1.5,2807.454102,2771.828818,-2.0339
2172,6.114845,10,1.5,3398.155273,2551.429818,-1.8774
2172,6.114845,10,1.5,2807.454102,2771.828818,-2.0339
2173,6.115808,10,1.5,3398.155273,2551.429818,-1.8774
2173,6.115808,10,1.5,2807.454102,2771.828818,-2.0339
2174,6.116771,10,1.5,3398.155273,2551.429818,-1.8774
2174,6.116771,10,1.5,2807.454102,2771.828818,-2.0339
2175,6.117659,10,1.5,3398.155273,2551.429818,-1.8774
2175,6.117659,10,1.5,2807.454102,2771.828818,-2.0339
2176,6.118547,10,1.5,11578.654297,9925.619247,-0.1043
2176,6.118547,76,11.4,1468.935303,1411.344537,-2.3989
2176,6.118547,77,11.55,1365.818604,1244.205138,-2.4511
2176,6.118547,76,11.4,1362.057129,1195.509853,-2.2946
2177,6.119436,10,1.5,11578.654297,9925.619247,-0.1043
2177,6.119436,76,11.4,1468.935303,1411.344537,-2.3989
2177,6.119436,77,11.55,1365.818604,1244.205138,-2.4511
2177,6.119436,76,11.4,1362.057129,1195.509853,-2.2946
2178,6.120324,10,1.5,11578.654297,9925.619247,-0.1043
2178,6.120324,76,11.4,1468.935303,1411.344537,-2.3989
2178,6.120324,77,11.55,1365.818604,1244.205138,-2.4511
2178,6.120324,76,11.4,1362.057129,1195.509853,-2.2946
2179,6.12359,10,1.5,11578.654297,9925.619247,-0.1043
2179,6.12359,76,11.4,1468.935303,1411.344537,-2.3989
2179,6.12359,77,11.55,1365.818604,1244.205138,-2.4511
2179,6.12359,76,11.4,1362.057129,1195.509853,-2.2946
2180,6.126855,10,1.5,11578.654297,9925.619247,-0.1043
2180,6.126855,76,11.4,1468.935303,1411.344537,-2.3989
2180,6.126855,77,11.55,1365.818604,1244.205138,-2.4511
2180,6.126855,76,11.4,1362.057129,1195.509853,-2.2946
2181,6.13012,10,1.5,11578.654297,9925.619247,-0.1043
2181,6.13012,76,11.4,1468.935303,1411.344537,-2.3989
2181,6.13012,77,11.55,1365.818604,1244.205138,-2.4511
2181,6.13012,76,11.4,1362.057129,1195.509853,-2.2946
2182,6.133386,10,1.5,11578.654297,9925.619247,-0.1043
2182,6.133386,76,11.4,1468.935303,1411.344537,-2.3989
2182,6.133386,77,11.55,1365.818604,1244.205138,-2.4511
2182,6.133386,76,11.4,1362.057129,1195.509853,-2.2946
2183,6.134532,10,1.5,11578.654297,9925.619247,-0.1043
2183,6.134532,76,11.4,1468.935303,1411.344537,-2.3989
2183,6.134532,77,11.55,1365.818604,1244.205138,-2.4511
2183,6.134532,76,11.4,1362.057129,1195.509853,-2.2946
2184,6.135678,10,1.5,11578.654297,9925.619247,-0.1043
2184,6.135678,76,11.4,1468.935303,1411.344537,-2.3989
2184,6.135678,77,11.55,1365.818604,1244.205138,-2.4511
2184,6.135678,76,11.4,1362.057129,1195.509853,-2.2946
2185,6.136823,10,1.5,11578.654297,9925.619247,-0.1043
2185,6.136823,76,11.4,1468.935303,1411.344537,-2.3989
2185,6.136823,77,11.55,1365.818604,1244.205138,-2.4511
2185,6.136823,76,11.4,1362.057129,1195.509853,-2.2946
2186,6.137969,10,1.5,11578.654297,9925.619247,-0.1043
2186,6.137969,76,11.4,1468.935303,1411.344537,-2.3989
2186,6.137969,77,11.55,1365.818604,1244.205138,-2.4511
2186,6.137969,76,11.4,1362.057129,1195.509853,-2.2946
2187,6.139536,10,1.5,11578.654297,9925.619247,-0.1043
2187,6.139536,76,11.4,1468.935303,1411.344537,-2.3989
2187,6.139536,77,11.55,1365.818604,1244.205138,-2.4511
2187,6.139536,76,11.4,1362.057129,1195.509853,-2.2946
