alg,clutter_mode,pfa,num_ref,num_guard,cluster_gap,merge_tol,nms_sep,max_peaks,multi_pct,multi_frames,total_peaks,peaks_per_frame,median_tap_sep,sep_pass_pct
OS,mti,0.01,8,1,0,2,0,4,5.2296636218018095,1208,12620,0.5463439975756527,3,98.79129734085414
OS,mti,0.01,4,2,1,2,0,6,0.0,0,75,0.0032468938049266204,0,0.0
GO,mean,0.05,4,2,1,2,1,4,4.121390536386857,952,11593,0.5018831984068575,14,100.0
CA,max_path,0.005,6,1,0,0,1,4,0.05195030087882593,12,5178,0.22416554829213386,34,100.0
OS,mti,0.01,4,1,1,2,0,4,0.0,0,8,0.0003463353391921728,0,0.0
OS,max_path,0.02,4,2,1,0,2,4,0.0,0,936,0.04052123468548422,0,0.0
OS,mean,0.005,4,2,1,0,1,6,0.0,0,51,0.0022078877873501017,0,0.0
OS,mean,0.01,6,1,0,0,2,6,9.169228105112776,2118,11151,0.4827481709164899,2,100.0
CA,max_path,0.05,6,1,1,2,2,4,19.650201307415905,4539,23654,1.024027014156457,20,100.0
GO,max_path,0.01,6,2,1,0,2,6,0.0,0,2913,0.12610935538334994,0,0.0
GO,mean,0.01,6,1,0,1,0,6,0.7056582536040521,163,1945,0.08420277934109702,2,100.0
CA,mti,0.005,8,1,1,0,2,6,2.787999480496991,644,4276,0.18511623879821637,2,100.0
GO,max_path,0.05,4,2,0,0,0,6,0.8138880471016061,188,7090,0.30693969435906315,30,100.0
CA,mti,0.01,4,1,0,1,0,6,0.9827265249577903,227,2728,0.11810035066453094,2,100.0
OS,mti,0.05,4,2,0,0,2,4,2.519589592623057,582,4832,0.2091865448720724,2,100.0
GO,mti,0.005,6,2,0,1,0,4,0.01731676695960864,4,400,0.01731676695960864,2,100.0
OS,mean,0.02,8,2,1,1,0,6,51.902679769687,11989,36971,1.6005454781592277,3,100.0
CA,mean,0.02,4,2,0,2,1,6,13.169401272782371,3042,19429,0.8411186631455907,12,100.0
OS,mti,0.02,4,1,1,1,2,4,0.0,0,69,0.0029871423005324907,0,0.0
GO,max_path,0.005,8,2,1,0,1,4,0.0,0,347,0.015022295337460497,0,0.0
CA,max_path,0.05,6,1,0,2,1,4,19.650201307415905,4539,23655,1.024070306073856,20,100.0
CA,mti,0.01,6,1,0,0,1,6,4.502359409498247,1040,7182,0.31092255075977315,2,93.9221272554606
OS,mti,0.02,8,1,1,0,0,6,30.784882462444262,7111,24076,1.042296203298844,2,86.95183321351546
GO,mti,0.005,8,1,1,0,1,4,0.030304342179315123,7,325,0.01406987315468202,2,100.0
GO,mean,0.01,6,2,0,2,2,6,0.21213039525520586,49,4073,0.176327979566215,3,100.0
OS,mean,0.01,6,2,1,0,2,6,22.459846746612406,5188,17990,0.7788215940083987,2,100.0
GO,mti,0.05,4,1,1,1,1,6,2.8183038226763064,651,5323,0.230442876314992,2,100.0
GO,mti,0.05,8,1,0,2,1,6,3.675483787176934,849,9840,0.42599246720637257,3,100.0
GO,max_path,0.05,6,1,1,0,2,4,1.2035153036928006,278,8374,0.3625265162994069,33,100.0
CA,mean,0.05,6,2,0,1,2,6,59.68223732629118,13786,38907,1.6843586302437334,2,100.0
GO,mti,0.005,8,2,0,2,2,6,0.06493787609853241,15,689,0.029828131087925883,3,100.0
CA,mti,0.01,8,2,1,2,1,6,1.5498506428849734,358,7204,0.3118749729425516,3,100.0
OS,max_path,0.005,8,1,1,2,0,6,0.8225464305814104,190,16609,0.7190354560803498,13,100.0
GO,max_path,0.01,4,1,0,1,0,6,0.0,0,11,0.00047621109138923763,0,0.0
CA,max_path,0.02,4,1,1,1,1,6,0.567124117927183,131,8345,0.3612710506948353,25,100.0
OS,mti,0.005,6,2,1,0,1,4,1.6537512446426252,382,4930,0.2134291527771765,2,91.09947643979058
GO,mti,0.005,4,2,0,1,0,4,0.0,0,42,0.0018182605307589072,0,0.0
CA,mean,0.02,6,1,0,0,2,6,27.77609420321226,6416,20523,0.8884800207801203,2,100.0
CA,mean,0.005,6,2,1,1,2,4,17.909866227975236,4137,13623,0.5897657907268713,2,100.0
CA,mti,0.01,8,2,1,1,0,4,8.974414476817179,2073,8921,0.38620719511667173,2,100.0
CA,mean,0.01,8,2,0,2,0,4,2.991471492272393,691,12897,0.5583358586951817,3,100.0
GO,max_path,0.02,4,2,1,2,2,4,0.01731676695960864,4,1570,0.06796831031646391,34,100.0
OS,max_path,0.01,6,2,0,0,2,6,0.4675527079094333,108,11252,0.48712065457379106,24,100.0
GO,mean,0.005,8,2,0,0,2,4,0.3463353391921728,80,2632,0.11394432659422486,2,100.0
OS,mean,0.05,8,2,1,1,1,4,89.69219446729295,20718,68392,2.9608208147538853,11,100.0
OS,mti,0.02,4,2,1,1,0,4,0.060608684358630247,14,569,0.024633101000043293,2,100.0
CA,mti,0.02,8,1,0,0,2,6,12.80574916663059,2958,11950,0.5173384129183082,2,100.0
GO,mti,0.01,4,1,1,1,1,4,0.0,0,19,0.0008225464305814104,0,0.0
GO,mti,0.05,4,1,0,0,1,6,3.130005627949262,723,5401,0.23381964587211568,2,89.80392156862744
CA,mti,0.02,4,2,1,0,1,6,16.19117710723408,3740,16823,0.7282999264037404,3,92.67089499647639
OS,mean,0.01,4,1,0,2,0,6,0.0,0,28,0.0012121736871726048,0,0.0
CA,mean,0.01,6,2,0,0,1,4,30.854149530282697,7127,18961,0.8208580458028486,2,80.65591995553085
OS,max_path,0.02,4,2,1,0,0,4,0.0,0,936,0.04052123468548422,0,0.0
CA,max_path,0.01,6,1,1,1,2,6,0.17749686133598858,41,8128,0.3518767046192476,34,100.0
CA,mean,0.02,6,2,0,0,2,4,33.96250919953245,7845,22892,0.9910385730984025,2,100.0
CA,mti,0.02,6,1,1,0,0,6,13.359885709338066,3086,13958,0.6042685830555435,2,93.341478313989
CA,max_path,0.02,8,1,1,0,0,6,0.9654097579981817,223,10854,0.4698904714489805,33,100.0
GO,mti,0.005,6,1,1,0,0,6,0.0,0,43,0.001861552448157929,0,0.0
OS,max_path,0.02,8,1,1,2,1,4,12.775444824451275,2951,24161,1.045976016277761,13,100.0
GO,mti,0.02,6,1,1,1,2,4,0.8225464305814104,190,2150,0.09307762240789645,2,100.0
GO,mean,0.05,8,2,0,2,2,4,6.545737910732067,1512,14963,0.6477769600415603,20,100.0
GO,max_path,0.02,6,1,0,0,1,4,0.030304342179315123,7,2834,0.12268929390882723,37,100.0
GO,mean,0.005,8,1,0,1,0,6,0.05627949261872808,13,1687,0.07303346465214944,2,100.0
GO,mti,0.05,4,2,0,1,0,6,6.307632365037447,1457,8836,0.3825273821377549,2,100.0
OS,mti,0.005,6,1,1,1,0,4,0.25542231265422743,59,2020,0.08744967314602364,2,100.0
OS,max_path,0.005,4,2,0,2,0,4,0.0,0,8,0.0003463353391921728,0,0.0
GO,mean,0.05,4,2,0,0,0,4,19.27789081778432,4453,15294,0.6621065847006364,2,77.10509486250267
CA,max_path,0.01,4,2,1,2,0,6,0.32036018875275984,74,8584,0.37161781895320145,29,100.0
GO,max_path,0.005,8,1,1,0,0,4,0.0,0,232,0.010043724836573013,0,0.0
CA,mean,0.005,8,1,0,1,0,4,8.342352482791464,1927,9687,0.4193688038443223,2,100.0
OS,max_path,0.05,8,2,1,2,1,6,60.15411922594052,13895,42818,1.853673319191307,18,100.0
OS,max_path,0.05,8,1,0,0,2,4,61.08489545001948,14110,43821,1.8970951123425257,14,100.0
CA,mean,0.05,4,2,1,2,1,6,52.26200268409888,12072,37962,1.6434477683016582,17,100.0
CA,max_path,0.05,6,1,1,2,1,6,19.650201307415905,4539,23654,1.024027014156457,20,100.0
GO,mean,0.005,8,1,0,1,0,4,0.05627949261872808,13,1687,0.07303346465214944,2,100.0
OS,max_path,0.005,4,1,0,0,0,6,0.0,0,0,0.0,0,0.0
GO,mean,0.005,4,1,0,0,0,6,0.0,0,5,0.00021645958699510802,0,0.0
OS,max_path,0.005,6,2,1,1,1,4,0.07792545131823889,18,8617,0.37304645222736915,34,100.0
OS,max_path,0.02,4,2,1,1,0,4,0.0,0,936,0.04052123468548422,0,0.0
CA,max_path,0.05,4,1,1,0,0,4,16.65440062340361,3847,21451,0.9286549201264124,19,100.0
OS,mti,0.005,4,2,0,1,1,4,0.0,0,9,0.00038962725659119445,0,0.0
GO,max_path,0.05,8,2,1,2,0,6,1.1429066193341704,264,7840,0.33940863240832936,33,100.0
CA,mean,0.01,6,1,1,0,0,6,20.446772587557902,4723,14182,0.6139659725529244,2,78.76626101552665
OS,max_path,0.01,4,1,0,2,0,6,0.0,0,4,0.0001731676695960864,0,0.0
CA,mean,0.005,4,1,1,2,1,6,0.05195030087882593,12,1559,0.06749209922507468,3,100.0
GO,mti,0.02,4,2,0,2,2,6,0.09524221827784753,22,1366,0.059136759167063506,3,100.0
CA,mean,0.01,6,2,1,2,2,4,3.7187757045759557,859,12626,0.5466037490800467,3,100.0
OS,mean,0.05,8,2,0,1,1,6,91.91739902160266,21232,74783,3.2374994588510324,8,99.85703521956685
OS,mean,0.05,8,2,0,0,1,6,94.83527425429672,21906,81576,3.5315814537425863,5,88.0383919117396
CA,mean,0.02,4,1,0,1,1,4,16.6327546647041,3842,15084,0.6530152820468419,2,100.0
OS,max_path,0.01,8,2,0,1,1,4,9.307762240789645,2150,20741,0.897917658773107,4,100.0
CA,max_path,0.005,8,2,0,2,2,4,0.07359625957833672,17,5233,0.22654660374908003,34,100.0
GO,max_path,0.01,4,1,1,0,0,6,0.0,0,11,0.00047621109138923763,0,0.0
CA,mean,0.05,6,2,0,1,0,6,59.68223732629118,13786,38907,1.6843586302437334,2,100.0
OS,mti,0.005,8,1,1,2,1,4,1.62344690246331,375,8803,0.3810987488635872,3,100.0
GO,mti,0.02,6,2,1,2,2,4,0.48486947486904197,112,3929,0.17009394346075588,3,100.0
OS,max_path,0.01,4,1,0,1,0,6,0.0,0,4,0.0001731676695960864,0,0.0
OS,mean,0.05,8,1,0,2,2,6,83.72656824970778,19340,62325,2.698168751894021,13,100.0
GO,mean,0.005,4,2,0,0,0,4,0.0,0,159,0.0068834148664444345,0,0.0
CA,mean,0.005,4,1,0,2,0,6,0.05195030087882593,12,1559,0.06749209922507468,3,100.0
OS,mti,0.01,8,2,0,2,1,6,6.840122949045413,1580,13675,0.5920169704316204,3,97.90293588975435
GO,mti,0.01,6,2,0,1,1,4,0.49352785834884627,114,1613,0.06982986276462184,2,100.0
OS,mti,0.005,6,2,1,0,2,6,1.5065587254859518,348,4896,0.21195722758560975,2,100.0
OS,max_path,0.05,4,2,1,1,0,6,0.19914282003549938,46,5392,0.23343001861552448,34,100.0
CA,mti,0.01,8,1,0,1,0,4,6.619334170310403,1529,7356,0.3184553443872029,2,100.0
GO,mti,0.005,4,1,1,2,2,6,0.0,0,3,0.0001298757521970648,0,0.0
GO,mti,0.02,8,2,1,0,1,4,5.684228754491537,1313,5475,0.23702324775964329,2,91.64768413059984
GO,mean,0.05,4,2,0,0,1,6,19.27789081778432,4453,15294,0.6621065847006364,2,77.10509486250267
GO,mti,0.005,4,1,0,0,0,6,0.0,0,3,0.0001298757521970648,0,0.0
GO,max_path,0.02,6,2,1,1,2,6,0.11688817697735833,27,5104,0.22096194640460626,34,100.0
CA,mti,0.01,4,1,0,0,0,4,1.0476644010563227,242,2744,0.11879302134291528,2,93.57429718875503
CA,mti,0.005,8,2,1,1,1,4,5.078141910905234,1173,5924,0.256461318671804,2,100.0
OS,mti,0.05,4,1,1,2,0,6,0.0865838347980432,20,1579,0.06835793757305511,6,100.0
CA,max_path,0.05,6,2,0,1,0,4,16.502878912507036,3812,22608,0.9787436685570804,30,100.0
CA,mti,0.02,8,1,0,1,2,4,12.80574916663059,2958,11950,0.5173384129183082,2,100.0
OS,mti,0.02,4,1,0,0,2,6,0.0,0,69,0.0029871423005324907,0,0.0
CA,mean,0.05,8,2,0,2,2,6,31.797913329581366,7345,29372,1.2715701978440626,25,100.0
OS,mti,0.05,6,1,1,0,1,4,39.728992597082126,9177,29804,1.2902723061604398,10,94.66990210024265
CA,mti,0.005,8,2,1,2,2,4,0.8874843066799428,205,4956,0.21455474262955107,3,100.0
GO,mti,0.005,8,1,1,1,1,6,0.030304342179315123,7,325,0.01406987315468202,2,100.0
GO,mti,0.02,6,2,1,0,0,4,3.24689380492662,750,4568,0.19775747867873067,2,86.81757656458056
OS,mean,0.005,4,1,0,0,2,6,0.0,0,1,4.32919173990216e-05,0,0.0
OS,mean,0.05,8,1,0,0,1,4,94.72704446079916,21881,78197,3.3852980648512925,5,87.2832055673354
OS,max_path,0.005,4,2,0,1,2,6,0.0,0,8,0.0003463353391921728,0,0.0
CA,mti,0.01,8,1,1,2,2,6,1.0476644010563227,242,6066,0.26260877094246504,3,100.0
CA,max_path,0.01,6,2,0,1,0,4,0.43724836573011816,101,10835,0.46906792501839906,34,100.0
OS,mti,0.01,4,1,1,0,0,6,0.0,0,8,0.0003463353391921728,0,0.0
CA,mean,0.02,8,2,0,1,2,4,23.992380622537773,5542,20981,0.9083077189488723,2,100.0
CA,mti,0.005,8,1,0,1,1,6,2.787999480496991,644,4276,0.18511623879821637,2,100.0
OS,mean,0.005,4,1,1,1,0,4,0.0,0,1,4.32919173990216e-05,0,0.0
GO,max_path,0.05,4,2,1,0,0,6,0.8138880471016061,188,7090,0.30693969435906315,30,100.0
GO,max_path,0.005,4,2,0,0,1,4,0.0,0,28,0.0012121736871726048,0,0.0
GO,mean,0.01,4,1,0,0,0,6,0.012987575219706482,3,55,0.0023810554569461883,2,100.0
OS,max_path,0.005,4,2,1,0,0,6,0.0,0,8,0.0003463353391921728,0,0.0
GO,mti,0.02,6,1,0,1,1,6,0.8225464305814104,190,2150,0.09307762240789645,2,100.0
GO,max_path,0.05,6,1,1,1,0,6,1.2035153036928006,278,8374,0.3625265162994069,33,100.0
CA,mti,0.02,8,1,0,2,0,6,2.6927572622191436,622,9577,0.4146066929304299,3,100.0
GO,max_path,0.05,4,2,1,1,1,4,0.8138880471016061,188,7090,0.30693969435906315,30,100.0
GO,mti,0.005,4,2,0,1,1,4,0.0,0,42,0.0018182605307589072,0,0.0
GO,mean,0.005,6,2,0,2,0,6,0.00432919173990216,1,1935,0.0837698601671068,3,100.0
GO,mti,0.02,4,2,1,2,1,4,0.09524221827784753,22,1366,0.059136759167063506,3,100.0
OS,mti,0.02,4,1,0,2,0,6,0.0,0,69,0.0029871423005324907,0,0.0
OS,mti,0.05,4,1,1,0,0,4,0.5714533096670852,132,1694,0.0733365080739426,2,90.37037037037037
OS,max_path,0.05,8,2,0,1,2,4,66.50937270011688,15363,46600,2.0174033507944067,13,100.0
GO,mean,0.05,8,2,0,0,2,6,18.386077319364475,4247,17857,0.7730637689943287,2,100.0
GO,mti,0.005,8,1,0,0,1,6,0.030304342179315123,7,325,0.01406987315468202,2,100.0
OS,mean,0.02,6,1,0,0,0,4,26.927572622191438,6220,20096,0.8699943720507382,2,81.58339738662568
GO,mti,0.05,4,2,0,2,0,6,2.684098878739339,620,7921,0.3429152777176501,12,100.0
OS,mti,0.005,8,2,0,1,2,6,8.281743798432833,1913,10853,0.46984717953158145,2,100.0
OS,max_path,0.01,8,2,0,1,1,6,9.307762240789645,2150,20741,0.897917658773107,4,100.0
OS,mti,0.02,8,1,0,1,2,4,28.29559721200052,6536,23446,1.0150222953374606,3,100.0
CA,mean,0.005,4,1,1,2,1,4,0.05195030087882593,12,1559,0.06749209922507468,3,100.0
GO,mean,0.02,4,1,0,0,1,4,0.5541365427074765,128,1214,0.05255638772241222,1,25.78125
OS,mean,0.05,6,2,0,1,2,4,59.04151694878566,13638,38969,1.6870427291224728,3,100.0
GO,mti,0.005,6,2,0,0,1,4,0.025975150439412963,6,402,0.017403350794406684,2,66.66666666666667
CA,mti,0.01,6,1,1,2,2,4,1.0563227845361272,244,6373,0.27589938958396465,10,100.0
