frame_idx,timestamp_s,tap_idx,range_m,magnitude,threshold,range_rate_m_s
431,0.805362,10,1.5,5459.500977,5232.425676,-0.8505
431,0.805362,10,1.5,3802.707275,3426.981993,0.9568
431,0.805362,10,1.5,3801.179443,3535.33156,1.0099
432,0.80598,10,1.5,6282.208496,5046.67037,-0.7973
432,0.80598,10,1.5,5459.500977,5232.425676,-0.8505
432,0.80598,10,1.5,3802.707275,3426.981993,0.9568
432,0.80598,10,1.5,3801.179443,3535.33156,1.0099
433,0.806599,10,1.5,6282.208496,5046.67037,-0.7973
433,0.806599,10,1.5,5459.500977,5232.425676,-0.8505
433,0.806599,10,1.5,3802.707275,3426.981993,0.9568
433,0.806599,10,1.5,3801.179443,3535.33156,1.0099
434,0.807217,10,1.5,6282.208496,5046.67037,-0.7973
434,0.807217,10,1.5,5459.500977,5232.425676,-0.8505
434,0.807217,10,1.5,3802.707275,3426.981993,0.9568
434,0.807217,10,1.5,3801.179443,3535.33156,1.0099
435,0.809049,10,1.5,6282.208496,5046.67037,-0.7973
435,0.809049,10,1.5,5459.500977,5232.425676,-0.8505
435,0.809049,10,1.5,3802.707275,3426.981993,0.9568
435,0.809049,10,1.5,3801.179443,3535.33156,1.0099
436,0.810882,10,1.5,6282.208496,5046.67037,-0.7973
436,0.810882,10,1.5,5459.500977,5232.425676,-0.8505
436,0.810882,10,1.5,3802.707275,3426.981993,0.9568
436,0.810882,10,1.5,3801.179443,3535.33156,1.0099
437,0.812715,10,1.5,6282.208496,5046.67037,-0.7973
437,0.812715,10,1.5,5459.500977,5232.425676,-0.8505
437,0.812715,10,1.5,3802.707275,3426.981993,0.9568
437,0.812715,10,1.5,3801.179443,3535.33156,1.0099
438,0.814548,10,1.5,6282.208496,5046.67037,-0.7973
438,0.814548,10,1.5,5459.500977,5232.425676,-0.8505
438,0.814548,10,1.5,3802.707275,3426.981993,0.9568
438,0.814548,10,1.5,3801.179443,3535.33156,1.0099
439,0.817202,10,1.5,6282.208496,5046.67037,-0.7973
439,0.817202,10,1.5,5459.500977,5232.425676,-0.8505
439,0.817202,10,1.5,3802.707275,3426.981993,0.9568
439,0.817202,10,1.5,3801.179443,3535.33156,1.0099
440,0.819857,10,1.5,6282.208496,5046.67037,-0.7973
440,0.819857,10,1.5,5459.500977,5232.425676,-0.8505
440,0.819857,10,1.5,3802.707275,3426.981993,0.9568
440,0.819857,10,1.5,3801.179443,3535.33156,1.0099
441,0.822511,10,1.5,6282.208496,5046.67037,-0.7973
441,0.822511,10,1.5,5459.500977,5232.425676,-0.8505
441,0.822511,10,1.5,3802.707275,3426.981993,0.9568
441,0.822511,10,1.5,3801.179443,3535.33156,1.0099
442,0.825166,10,1.5,6282.208496,5046.67037,-0.7973
442,0.825166,10,1.5,5459.500977,5232.425676,-0.8505
442,0.825166,10,1.5,3802.707275,3426.981993,0.9568
442,0.825166,10,1.5,3801.179443,3535.33156,1.0099
443,0.826067,10,1.5,6282.208496,5046.67037,-0.7973
443,0.826067,10,1.5,5459.500977,5232.425676,-0.8505
443,0.826067,10,1.5,3802.707275,3426.981993,0.9568
443,0.826067,10,1.5,3801.179443,3535.33156,1.0099
444,0.826968,10,1.5,6282.208496,5046.67037,-0.7973
444,0.826968,10,1.5,5459.500977,5232.425676,-0.8505
444,0.826968,10,1.5,3802.707275,3426.981993,0.9568
444,0.826968,10,1.5,3801.179443,3535.33156,1.0099
445,0.827869,10,1.5,6282.208496,5046.67037,-0.7973
445,0.827869,10,1.5,5459.500977,5232.425676,-0.8505
445,0.827869,10,1.5,3802.707275,3426.981993,0.9568
445,0.827869,10,1.5,3801.179443,3535.33156,1.0099
446,0.82877,10,1.5,6282.208496,5046.67037,-0.7973
446,0.82877,10,1.5,5459.500977,5232.425676,-0.8505
446,0.82877,10,1.5,3802.707275,3426.981993,0.9568
446,0.82877,10,1.5,3801.179443,3535.33156,1.0099
447,0.829789,10,1.5,6282.208496,5046.67037,-0.7973
447,0.829789,10,1.5,5459.500977,5232.425676,-0.8505
447,0.829789,10,1.5,3802.707275,3426.981993,0.9568
447,0.829789,10,1.5,3801.179443,3535.33156,1.0099
448,0.830808,10,1.5,2986.938965,2667.59543,1.2757
448,0.830808,10,1.5,1268.834229,1231.927382,4.1993
448,0.830808,10,1.5,1057.866943,1047.098657,-5.9534
449,0.834202,10,1.5,2986.938965,2667.59543,1.2757
449,0.834202,10,1.5,1268.834229,1231.927382,4.1993
449,0.834202,10,1.5,1057.866943,1047.098657,-5.9534
450,0.837596,10,1.5,2986.938965,2667.59543,1.2757
450,0.837596,10,1.5,1268.834229,1231.927382,4.1993
450,0.837596,10,1.5,1057.866943,1047.098657,-5.9534
451,0.84099,10,1.5,2986.938965,2667.59543,1.2757
451,0.84099,10,1.5,1268.834229,1231.927382,4.1993
451,0.84099,10,1.5,1057.866943,1047.098657,-5.9534
452,0.844385,10,1.5,2986.938965,2667.59543,1.2757
452,0.844385,10,1.5,1268.834229,1231.927382,4.1993
452,0.844385,10,1.5,1057.866943,1047.098657,-5.9534
453,0.847292,10,1.5,2986.938965,2667.59543,1.2757
453,0.847292,10,1.5,1268.834229,1231.927382,4.1993
453,0.847292,10,1.5,1057.866943,1047.098657,-5.9534
454,0.850199,10,1.5,2986.938965,2667.59543,1.2757
454,0.850199,10,1.5,1268.834229,1231.927382,4.1993
454,0.850199,10,1.5,1057.866943,1047.098657,-5.9534
455,0.853106,10,1.5,2986.938965,2667.59543,1.2757
455,0.853106,10,1.5,1268.834229,1231.927382,4.1993
455,0.853106,10,1.5,1057.866943,1047.098657,-5.9534
456,0.856013,10,1.5,2986.938965,2667.59543,1.2757
456,0.856013,10,1.5,1268.834229,1231.927382,4.1993
456,0.856013,10,1.5,1057.866943,1047.098657,-5.9534
457,0.857241,10,1.5,2986.938965,2667.59543,1.2757
457,0.857241,10,1.5,1268.834229,1231.927382,4.1993
457,0.857241,10,1.5,1057.866943,1047.098657,-5.9534
458,0.858468,10,1.5,2986.938965,2667.59543,1.2757
458,0.858468,10,1.5,1268.834229,1231.927382,4.1993
458,0.858468,10,1.5,1057.866943,1047.098657,-5.9534
459,0.859696,10,1.5,2986.938965,2667.59543,1.2757
459,0.859696,10,1.5,1268.834229,1231.927382,4.1993
459,0.859696,10,1.5,1057.866943,1047.098657,-5.9534
460,0.860923,10,1.5,2986.938965,2667.59543,1.2757
460,0.860923,10,1.5,1268.834229,1231.927382,4.1993
460,0.860923,10,1.5,1057.866943,1047.098657,-5.9534
461,0.862894,10,1.5,2986.938965,2667.59543,1.2757
